model,oyear,horizon,cov90,cov50,n,origins,region,assessed,in_band,target
b1_ets,2018,6,0.7651006711409396,0.3850671140939597,1192,9,assessable,True,False,att_type1
b1_ets,2019,1,0.7651821862348178,0.43551185656448815,1729,12,assessable,True,False,adm_via_ae
b1_ets,2019,1,0.7971198644642101,0.43667937314697164,2361,12,assessable,True,False,att_all
b1_ets,2019,1,0.787531806615776,0.4223918575063613,1572,12,assessable,True,False,att_type1
b1_ets,2019,2,0.7862950058072009,0.4361207897793264,1722,12,assessable,True,False,adm_via_ae
b1_ets,2019,2,0.8320545609548167,0.4599317988064791,2346,12,assessable,True,False,att_all
b1_ets,2019,2,0.8284438775510204,0.4559948979591837,1568,12,assessable,True,False,att_type1
b1_ets,2019,3,0.7935860058309038,0.4513119533527697,1715,12,assessable,True,False,adm_via_ae
b1_ets,2019,3,0.8424892703862661,0.4832618025751073,2330,12,assessable,True,False,att_all
b1_ets,2019,3,0.8542199488491049,0.4782608695652174,1564,12,assessable,True,False,att_type1
b1_ets,2019,4,0.7913209955328654,0.4658583280153159,1567,11,assessable,True,False,adm_via_ae
b1_ets,2019,4,0.8382838283828383,0.4776049033474776,2121,11,assessable,True,False,att_all
b1_ets,2019,4,0.8364779874213837,0.46750524109014674,1431,11,assessable,True,False,att_type1
b1_ets,2019,5,0.8095572733661279,0.4617006324666198,1423,10,assessable,True,False,adm_via_ae
b1_ets,2019,5,0.8443864229765013,0.5086161879895561,1915,10,assessable,True,False,att_all
b1_ets,2019,5,0.8638461538461538,0.4776923076923077,1300,10,assessable,True,False,att_type1
b1_ets,2019,6,0.8193901485535575,0.4870992963252541,1279,9,assessable,True,False,adm_via_ae
b1_ets,2019,6,0.8319719953325554,0.5070011668611435,1714,9,assessable,True,False,att_all
b1_ets,2019,6,0.8460222412318221,0.49957228400342174,1169,9,assessable,True,False,att_type1
b1_ets,2020,1,0.7695035460992907,0.44680851063829785,282,2,assessable,False,False,adm_via_ae
b1_ets,2020,1,0.8107416879795396,0.4680306905370844,391,2,assessable,False,False,att_all
b1_ets,2020,1,0.8372093023255814,0.4689922480620155,258,2,assessable,False,False,att_type1
b1_ets,2020,2,0.7588652482269503,0.45390070921985815,141,1,assessable,False,False,adm_via_ae
b1_ets,2020,2,0.8195876288659794,0.4175257731958763,194,1,assessable,False,False,att_all
b1_ets,2020,2,0.8294573643410853,0.4263565891472868,129,1,assessable,False,False,att_type1
b1_ets,2021,1,0.9039408866995073,0.5566502463054187,812,6,assessable,True,True,adm_via_ae
b1_ets,2021,1,0.9290096406660824,0.5363716038562665,1141,6,assessable,True,True,att_all
b1_ets,2021,1,0.9408602150537635,0.5524193548387096,744,6,assessable,True,False,att_type1
b1_ets,2021,2,0.9061728395061729,0.562962962962963,810,6,assessable,True,True,adm_via_ae
b1_ets,2021,2,0.9427312775330396,0.573568281938326,1135,6,assessable,True,False,att_all
b1_ets,2021,2,0.944743935309973,0.5902964959568733,742,6,assessable,True,False,att_type1
b1_ets,2021,3,0.9134734239802225,0.5896168108776267,809,6,assessable,True,True,adm_via_ae
b1_ets,2021,3,0.9628975265017667,0.7482332155477032,1132,6,assessable,True,False,att_all
b1_ets,2021,3,0.9757085020242915,0.7759784075573549,741,6,assessable,True,False,att_type1
b1_ets,2021,4,0.9195544554455446,0.6113861386138614,808,6,assessable,True,True,adm_via_ae
b1_ets,2021,4,0.9637809187279152,0.7517667844522968,1132,6,assessable,True,False,att_all
b1_ets,2021,4,0.9689189189189189,0.7513513513513513,740,6,assessable,True,False,att_type1
b1_ets,2021,5,0.9169764560099133,0.5836431226765799,807,6,assessable,True,True,adm_via_ae
b1_ets,2021,5,0.975199291408326,0.7697077059344553,1129,6,assessable,True,False,att_all
b1_ets,2021,5,0.9702300405953992,0.7916102841677943,739,6,assessable,True,False,att_type1
b1_ets,2021,6,0.9205955334987593,0.598014888337469,806,6,assessable,True,True,adm_via_ae
b1_ets,2021,6,0.9741992882562278,0.7811387900355872,1124,6,assessable,True,False,att_all
b1_ets,2021,6,0.9701897018970189,0.7804878048780488,738,6,assessable,True,False,att_type1
b1_ets,2022,1,0.8883435582822086,0.5503067484662577,1630,12,assessable,True,True,adm_via_ae
b1_ets,2022,1,0.9194542253521126,0.6016725352112676,2272,12,assessable,True,True,att_all
b1_ets,2022,1,0.9288135593220339,0.5972881355932204,1475,12,assessable,True,True,att_type1
b1_ets,2022,2,0.9054054054054054,0.5939803439803439,1628,12,assessable,True,True,adm_via_ae
b1_ets,2022,2,0.9196113074204947,0.5463780918727915,2264,12,assessable,True,True,att_all
b1_ets,2022,2,0.9362279511533242,0.49525101763907736,1474,12,assessable,True,False,att_type1
b1_ets,2022,3,0.9212307692307692,0.6135384615384616,1625,12,assessable,True,True,adm_via_ae
b1_ets,2022,3,0.9188829787234043,0.5500886524822695,2256,12,assessable,True,True,att_all
b1_ets,2022,3,0.9375424304141209,0.5295315682281059,1473,12,assessable,True,False,att_type1
b1_ets,2022,4,0.9346888478126926,0.6179913739987677,1623,12,assessable,True,False,adm_via_ae
b1_ets,2022,4,0.9417518897287683,0.622054246331703,2249,12,assessable,True,False,att_all
b1_ets,2022,4,0.9660326086956522,0.6480978260869565,1472,12,assessable,True,False,att_type1
b1_ets,2022,5,0.9420111042566317,0.6286243059839605,1621,12,assessable,True,False,adm_via_ae
b1_ets,2022,5,0.9598751671868034,0.6785555060187249,2243,12,assessable,True,False,att_all
b1_ets,2022,5,0.9762066621346023,0.7253569000679809,1471,12,assessable,True,False,att_type1
b1_ets,2022,6,0.9462631253860407,0.6590487955528104,1619,12,assessable,True,False,adm_via_ae
b1_ets,2022,6,0.9633765073693613,0.7378293881196963,2239,12,assessable,True,False,att_all
b1_ets,2022,6,0.9823129251700681,0.780952380952381,1470,12,assessable,True,False,att_type1
b1_ets,2023,1,0.9104750304506699,0.5785627283800243,1642,12,assessable,True,True,adm_via_ae
b1_ets,2023,1,0.934007919049714,0.6981962164540255,2273,12,assessable,True,False,att_all
b1_ets,2023,1,0.9197278911564626,0.680952380952381,1470,12,assessable,True,True,att_type1
b1_ets,2023,2,0.9234863606121091,0.6074517631403858,1503,11,assessable,True,True,adm_via_ae
b1_ets,2023,2,0.9625,0.7158653846153846,2080,11,assessable,True,False,att_all
b1_ets,2023,2,0.9583952451708767,0.7028231797919762,1346,11,assessable,True,False,att_type1
b1_ets,2023,3,0.9347507331378299,0.6268328445747801,1364,10,assessable,True,False,adm_via_ae
b1_ets,2023,3,0.9740328563857975,0.758876523582406,1887,10,assessable,True,False,att_all
b1_ets,2023,3,0.9713584288052373,0.7438625204582652,1222,10,assessable,True,False,att_type1
b1_ets,2023,4,0.9387755102040817,0.6351020408163265,1225,9,assessable,True,False,adm_via_ae
b1_ets,2023,4,0.9752212389380531,0.776401179941003,1695,9,assessable,True,False,att_all
b1_ets,2023,4,0.9744990892531876,0.7468123861566485,1098,9,assessable,True,False,att_type1
b1_ets,2023,5,0.9346826126954921,0.6577736890524379,1087,8,assessable,True,False,adm_via_ae
b1_ets,2023,5,0.9707641196013289,0.7946843853820598,1505,8,assessable,True,False,att_all
b1_ets,2023,5,0.9743589743589743,0.7887179487179488,975,8,assessable,True,False,att_type1
b1_ets,2023,6,0.9399367755532139,0.6712328767123288,949,7,assessable,True,False,adm_via_ae
b1_ets,2023,6,0.9726235741444867,0.8304182509505703,1315,7,assessable,True,False,att_all
b1_ets,2023,6,0.9706572769953051,0.8345070422535211,852,7,assessable,True,False,att_type1
b1_ets+dtaci,2018,1,0.9047981721249048,0.5354150799695354,1313,9,assessable,True,True,adm_via_ae
b1_ets+dtaci,2018,1,0.9211986681465039,0.58157602663707,1802,9,assessable,True,True,att_all
b1_ets+dtaci,2018,1,0.940149625935162,0.5868661679135495,1203,9,assessable,True,False,att_type1
b1_ets+dtaci,2018,2,0.8862595419847328,0.5221374045801527,1310,9,assessable,True,True,adm_via_ae
b1_ets+dtaci,2018,2,0.9159710628825821,0.5592654424040067,1797,9,assessable,True,True,att_all
b1_ets+dtaci,2018,2,0.9241666666666667,0.5783333333333334,1200,9,assessable,True,True,att_type1
b1_ets+dtaci,2018,3,0.9074215761285387,0.5340474368783473,1307,9,assessable,True,True,adm_via_ae
b1_ets+dtaci,2018,3,0.9323266219239373,0.5799776286353467,1788,9,assessable,True,False,att_all
b1_ets+dtaci,2018,3,0.9473684210526315,0.5822890559732665,1197,9,assessable,True,False,att_type1
b1_ets+dtaci,2018,4,0.8987730061349694,0.5076687116564417,1304,9,assessable,True,True,adm_via_ae
b1_ets+dtaci,2018,4,0.927007299270073,0.5311622683885457,1781,9,assessable,True,True,att_all
b1_ets+dtaci,2018,4,0.9078726968174204,0.5117252931323283,1194,9,assessable,True,True,att_type1
b1_ets+dtaci,2018,5,0.8808608762490392,0.49116064565718676,1301,9,assessable,True,True,adm_via_ae
b1_ets+dtaci,2018,5,0.8905191873589164,0.5079006772009029,1772,9,assessable,True,True,att_all
b1_ets+dtaci,2018,5,0.8859060402684564,0.43708053691275167,1192,9,assessable,True,True,att_type1
b1_ets+dtaci,2018,6,0.8870099923136049,0.5103766333589547,1301,9,assessable,True,True,adm_via_ae
b1_ets+dtaci,2018,6,0.9031161473087819,0.5286118980169972,1765,9,assessable,True,True,att_all
b1_ets+dtaci,2018,6,0.8842281879194631,0.4546979865771812,1192,9,assessable,True,True,att_type1
b1_ets+dtaci,2019,1,0.9109311740890689,0.4939271255060729,1729,12,assessable,True,True,adm_via_ae
b1_ets+dtaci,2019,1,0.8941126641253706,0.4836933502753071,2361,12,assessable,True,True,att_all
b1_ets+dtaci,2019,1,0.8804071246819338,0.47646310432569977,1572,12,assessable,True,True,att_type1
b1_ets+dtaci,2019,2,0.9041811846689896,0.5145180023228804,1722,12,assessable,True,True,adm_via_ae
b1_ets+dtaci,2019,2,0.8930093776641091,0.5072463768115942,2346,12,assessable,True,True,att_all
b1_ets+dtaci,2019,2,0.9094387755102041,0.5165816326530612,1568,12,assessable,True,True,att_type1
b1_ets+dtaci,2019,3,0.8839650145772595,0.5142857142857142,1715,12,assessable,True,True,adm_via_ae
b1_ets+dtaci,2019,3,0.8892703862660944,0.5004291845493563,2330,12,assessable,True,True,att_all
b1_ets+dtaci,2019,3,0.8970588235294118,0.5153452685421995,1564,12,assessable,True,True,att_type1
b1_ets+dtaci,2019,4,0.9042756860242501,0.5424377791959157,1567,11,assessable,True,True,adm_via_ae
b1_ets+dtaci,2019,4,0.9094766619519095,0.5454974068835455,2121,11,assessable,True,True,att_all
b1_ets+dtaci,2019,4,0.9259259259259259,0.5856044723969253,1431,11,assessable,True,True,att_type1
b1_ets+dtaci,2019,5,0.9079409697821503,0.5418130709768095,1423,10,assessable,True,True,adm_via_ae
b1_ets+dtaci,2019,5,0.9117493472584857,0.5733681462140993,1915,10,assessable,True,True,att_all
b1_ets+dtaci,2019,5,0.9315384615384615,0.6092307692307692,1300,10,assessable,True,False,att_type1
b1_ets+dtaci,2019,6,0.90852228303362,0.54573885848319,1279,9,assessable,True,True,adm_via_ae
b1_ets+dtaci,2019,6,0.8955659276546091,0.558343057176196,1714,9,assessable,True,True,att_all
b1_ets+dtaci,2019,6,0.9213002566295979,0.6056458511548332,1169,9,assessable,True,True,att_type1
b1_ets+dtaci,2020,1,0.8617021276595744,0.49645390070921985,282,2,assessable,False,False,adm_via_ae
b1_ets+dtaci,2020,1,0.8976982097186701,0.5012787723785166,391,2,assessable,False,True,att_all
b1_ets+dtaci,2020,1,0.8914728682170543,0.5116279069767442,258,2,assessable,False,True,att_type1
b1_ets+dtaci,2020,2,0.8794326241134752,0.524822695035461,141,1,assessable,False,True,adm_via_ae
b1_ets+dtaci,2020,2,0.8969072164948454,0.4536082474226804,194,1,assessable,False,True,att_all
b1_ets+dtaci,2020,2,0.8992248062015504,0.4806201550387597,129,1,assessable,False,True,att_type1
b1_ets+dtaci,2021,1,0.9593596059113301,0.6157635467980296,812,6,assessable,True,False,adm_via_ae
b1_ets+dtaci,2021,1,0.9772129710780018,0.5784399649430324,1141,6,assessable,True,False,att_all
b1_ets+dtaci,2021,1,0.9865591397849462,0.6223118279569892,744,6,assessable,True,False,att_type1
b1_ets+dtaci,2021,2,0.9753086419753086,0.6209876543209877,810,6,assessable,True,False,adm_via_ae
b1_ets+dtaci,2021,2,0.9806167400881057,0.6837004405286343,1135,6,assessable,True,False,att_all
b1_ets+dtaci,2021,2,0.9878706199460916,0.7425876010781671,742,6,assessable,True,False,att_type1
b1_ets+dtaci,2021,3,0.9703337453646477,0.695920889987639,809,6,assessable,True,False,adm_via_ae
b1_ets+dtaci,2021,3,0.984982332155477,0.8197879858657244,1132,6,assessable,True,False,att_all
b1_ets+dtaci,2021,3,0.9946018893387314,0.8771929824561403,741,6,assessable,True,False,att_type1
b1_ets+dtaci,2021,4,0.9628712871287128,0.745049504950495,808,6,assessable,True,False,adm_via_ae
b1_ets+dtaci,2021,4,0.9885159010600707,0.8798586572438163,1132,6,assessable,True,False,att_all
b1_ets+dtaci,2021,4,0.9905405405405405,0.9283783783783783,740,6,assessable,True,False,att_type1
b1_ets+dtaci,2021,5,0.9653035935563816,0.7261462205700124,807,6,assessable,True,False,adm_via_ae
b1_ets+dtaci,2021,5,0.9911426040744021,0.8972542072630647,1129,6,assessable,True,False,att_all
b1_ets+dtaci,2021,5,0.9878213802435724,0.945872801082544,739,6,assessable,True,False,att_type1
b1_ets+dtaci,2021,6,0.9590570719602978,0.7245657568238213,806,6,assessable,True,False,adm_via_ae
b1_ets+dtaci,2021,6,0.9919928825622776,0.896797153024911,1124,6,assessable,True,False,att_all
b1_ets+dtaci,2021,6,0.9850948509485095,0.948509485094851,738,6,assessable,True,False,att_type1
b1_ets+dtaci,2022,1,0.9061349693251534,0.49263803680981594,1630,12,assessable,True,True,adm_via_ae
b1_ets+dtaci,2022,1,0.9198943661971831,0.5475352112676056,2272,12,assessable,True,True,att_all
b1_ets+dtaci,2022,1,0.9240677966101695,0.5186440677966102,1475,12,assessable,True,True,att_type1
b1_ets+dtaci,2022,2,0.9152334152334153,0.5018427518427518,1628,12,assessable,True,True,adm_via_ae
b1_ets+dtaci,2022,2,0.907243816254417,0.48100706713780916,2264,12,assessable,True,True,att_all
b1_ets+dtaci,2022,2,0.8914518317503393,0.432157394843962,1474,12,assessable,True,True,att_type1
b1_ets+dtaci,2022,3,0.9156923076923077,0.5083076923076923,1625,12,assessable,True,True,adm_via_ae
b1_ets+dtaci,2022,3,0.9042553191489362,0.3953900709219858,2256,12,assessable,True,True,att_all
b1_ets+dtaci,2022,3,0.9022403258655805,0.3543788187372709,1473,12,assessable,True,True,att_type1
b1_ets+dtaci,2022,4,0.9026494146642021,0.4959950708564387,1623,12,assessable,True,True,adm_via_ae
b1_ets+dtaci,2022,4,0.9070698088039129,0.4468652734548688,2249,12,assessable,True,True,att_all
b1_ets+dtaci,2022,4,0.920516304347826,0.48097826086956524,1472,12,assessable,True,True,att_type1
b1_ets+dtaci,2022,5,0.8957433682911783,0.512646514497224,1621,12,assessable,True,True,adm_via_ae
b1_ets+dtaci,2022,5,0.9045920641997325,0.43245653143111906,2243,12,assessable,True,True,att_all
b1_ets+dtaci,2022,5,0.9102651257647859,0.4840244731475187,1471,12,assessable,True,True,att_type1
b1_ets+dtaci,2022,6,0.8999382334774553,0.5219271155033972,1619,12,assessable,True,True,adm_via_ae
b1_ets+dtaci,2022,6,0.9263063867798124,0.4890576150066994,2239,12,assessable,True,True,att_all
b1_ets+dtaci,2022,6,0.9306122448979591,0.5312925170068027,1470,12,assessable,True,False,att_type1
b1_ets+dtaci,2023,1,0.9135200974421437,0.5274056029232643,1642,12,assessable,True,True,adm_via_ae
b1_ets+dtaci,2023,1,0.9309282886053674,0.5802903651561813,2273,12,assessable,True,False,att_all
b1_ets+dtaci,2023,1,0.9142857142857143,0.5591836734693878,1470,12,assessable,True,True,att_type1
b1_ets+dtaci,2023,2,0.9221556886227545,0.5089820359281437,1503,11,assessable,True,True,adm_via_ae
b1_ets+dtaci,2023,2,0.9557692307692308,0.5966346153846154,2080,11,assessable,True,False,att_all
b1_ets+dtaci,2023,2,0.9383358098068351,0.6240713224368499,1346,11,assessable,True,False,att_type1
b1_ets+dtaci,2023,3,0.9222873900293255,0.4875366568914956,1364,10,assessable,True,True,adm_via_ae
b1_ets+dtaci,2023,3,0.9650238473767886,0.6094329623741388,1887,10,assessable,True,False,att_all
b1_ets+dtaci,2023,3,0.9476268412438625,0.6194762684124386,1222,10,assessable,True,False,att_type1
b1_ets+dtaci,2023,4,0.8971428571428571,0.48,1225,9,assessable,True,True,adm_via_ae
b1_ets+dtaci,2023,4,0.9528023598820059,0.5616519174041298,1695,9,assessable,True,False,att_all
b1_ets+dtaci,2023,4,0.9298724954462659,0.5300546448087432,1098,9,assessable,True,True,att_type1
b1_ets+dtaci,2023,5,0.858325666973321,0.4563017479300828,1087,8,assessable,True,False,adm_via_ae
b1_ets+dtaci,2023,5,0.9275747508305647,0.5548172757475083,1505,8,assessable,True,True,att_all
b1_ets+dtaci,2023,5,0.884102564102564,0.49128205128205127,975,8,assessable,True,True,att_type1
b1_ets+dtaci,2023,6,0.8292939936775553,0.4214963119072708,949,7,assessable,True,False,adm_via_ae
b1_ets+dtaci,2023,6,0.9026615969581749,0.529277566539924,1315,7,assessable,True,True,att_all
b1_ets+dtaci,2023,6,0.8450704225352113,0.4671361502347418,852,7,assessable,True,False,att_type1
b1_ets+pooled,2018,1,0.913937547600914,0.5514089870525514,1313,9,assessable,True,True,adm_via_ae
b1_ets+pooled,2018,1,0.925638179800222,0.586015538290788,1802,9,assessable,True,True,att_all
b1_ets+pooled,2018,1,0.9501246882793017,0.6084788029925187,1203,9,assessable,True,False,att_type1
b1_ets+pooled,2018,2,0.8923664122137405,0.517557251908397,1310,9,assessable,True,True,adm_via_ae
b1_ets+pooled,2018,2,0.9321090706733445,0.5614913745130774,1797,9,assessable,True,False,att_all
b1_ets+pooled,2018,2,0.9308333333333333,0.5783333333333334,1200,9,assessable,True,False,att_type1
b1_ets+pooled,2018,3,0.9028309104820199,0.531752104055088,1307,9,assessable,True,True,adm_via_ae
b1_ets+pooled,2018,3,0.9368008948545862,0.5855704697986577,1788,9,assessable,True,False,att_all
b1_ets+pooled,2018,3,0.9532163742690059,0.5906432748538012,1197,9,assessable,True,False,att_type1
b1_ets+pooled,2018,4,0.8980061349693251,0.5153374233128835,1304,9,assessable,True,True,adm_via_ae
b1_ets+pooled,2018,4,0.9337450870297586,0.5317237507018528,1781,9,assessable,True,False,att_all
b1_ets+pooled,2018,4,0.9154103852596315,0.5159128978224455,1194,9,assessable,True,True,att_type1
b1_ets+pooled,2018,5,0.8808608762490392,0.49423520368946966,1301,9,assessable,True,True,adm_via_ae
b1_ets+pooled,2018,5,0.891647855530474,0.5067720090293454,1772,9,assessable,True,True,att_all
b1_ets+pooled,2018,5,0.889261744966443,0.44043624161073824,1192,9,assessable,True,True,att_type1
b1_ets+pooled,2018,6,0.8862413528055342,0.5103766333589547,1301,9,assessable,True,True,adm_via_ae
b1_ets+pooled,2018,6,0.9042492917847026,0.5303116147308782,1765,9,assessable,True,True,att_all
b1_ets+pooled,2018,6,0.886744966442953,0.4538590604026846,1192,9,assessable,True,True,att_type1
b1_ets+pooled,2019,1,0.9196067090803933,0.5095430884904569,1729,12,assessable,True,True,adm_via_ae
b1_ets+pooled,2019,1,0.9085133418043202,0.5006353240152478,2361,12,assessable,True,True,att_all
b1_ets+pooled,2019,1,0.8956743002544529,0.49872773536895676,1572,12,assessable,True,True,att_type1
b1_ets+pooled,2019,2,0.9117305458768873,0.5226480836236934,1722,12,assessable,True,True,adm_via_ae
b1_ets+pooled,2019,2,0.9164535379369139,0.5277067348678602,2346,12,assessable,True,True,att_all
b1_ets+pooled,2019,2,0.9292091836734694,0.5471938775510204,1568,12,assessable,True,True,att_type1
b1_ets+pooled,2019,3,0.9049562682215744,0.521865889212828,1715,12,assessable,True,True,adm_via_ae
b1_ets+pooled,2019,3,0.9137339055793992,0.5373390557939914,2330,12,assessable,True,True,att_all
b1_ets+pooled,2019,3,0.9251918158567775,0.5473145780051151,1564,12,assessable,True,True,att_type1
b1_ets+pooled,2019,4,0.9202297383535418,0.5494575622208041,1567,11,assessable,True,True,adm_via_ae
b1_ets+pooled,2019,4,0.9226779820839227,0.5643564356435643,2121,11,assessable,True,True,att_all
b1_ets+pooled,2019,4,0.93361285814116,0.5925925925925926,1431,11,assessable,True,False,att_type1
b1_ets+pooled,2019,5,0.9149683766690091,0.5375966268446943,1423,10,assessable,True,True,adm_via_ae
b1_ets+pooled,2019,5,0.9263707571801567,0.5838120104438642,1915,10,assessable,True,True,att_all
b1_ets+pooled,2019,5,0.9415384615384615,0.6053846153846154,1300,10,assessable,True,False,att_type1
b1_ets+pooled,2019,6,0.9155590304925724,0.5519937451133698,1279,9,assessable,True,True,adm_via_ae
b1_ets+pooled,2019,6,0.911318553092182,0.572928821470245,1714,9,assessable,True,True,att_all
b1_ets+pooled,2019,6,0.932420872540633,0.6056458511548332,1169,9,assessable,True,False,att_type1
b1_ets+pooled,2020,1,0.8617021276595744,0.49645390070921985,282,2,assessable,False,False,adm_via_ae
b1_ets+pooled,2020,1,0.9053708439897699,0.5166240409207161,391,2,assessable,False,True,att_all
b1_ets+pooled,2020,1,0.9069767441860465,0.5387596899224806,258,2,assessable,False,True,att_type1
b1_ets+pooled,2020,2,0.8936170212765957,0.5035460992907801,141,1,assessable,False,True,adm_via_ae
b1_ets+pooled,2020,2,0.9123711340206185,0.4587628865979381,194,1,assessable,False,True,att_all
b1_ets+pooled,2020,2,0.9147286821705426,0.4883720930232558,129,1,assessable,False,True,att_type1
b1_ets+pooled,2021,1,0.9642857142857143,0.6440886699507389,812,6,assessable,True,False,adm_via_ae
b1_ets+pooled,2021,1,0.9684487291849255,0.6047326906222612,1141,6,assessable,True,False,att_all
b1_ets+pooled,2021,1,0.9879032258064516,0.6545698924731183,744,6,assessable,True,False,att_type1
b1_ets+pooled,2021,2,0.9753086419753086,0.6679012345679012,810,6,assessable,True,False,adm_via_ae
b1_ets+pooled,2021,2,0.9779735682819384,0.7259911894273128,1135,6,assessable,True,False,att_all
b1_ets+pooled,2021,2,0.9892183288409704,0.7722371967654986,742,6,assessable,True,False,att_type1
b1_ets+pooled,2021,3,0.9728059332509271,0.7453646477132262,809,6,assessable,True,False,adm_via_ae
b1_ets+pooled,2021,3,0.9823321554770318,0.8507067137809188,1132,6,assessable,True,False,att_all
b1_ets+pooled,2021,3,0.9946018893387314,0.9244264507422402,741,6,assessable,True,False,att_type1
b1_ets+pooled,2021,4,0.9628712871287128,0.780940594059406,808,6,assessable,True,False,adm_via_ae
b1_ets+pooled,2021,4,0.9885159010600707,0.8984098939929329,1132,6,assessable,True,False,att_all
b1_ets+pooled,2021,4,0.9905405405405405,0.9432432432432433,740,6,assessable,True,False,att_type1
b1_ets+pooled,2021,5,0.9690210656753407,0.758364312267658,807,6,assessable,True,False,adm_via_ae
b1_ets+pooled,2021,5,0.9884853852967228,0.9078830823737821,1129,6,assessable,True,False,att_all
b1_ets+pooled,2021,5,0.9878213802435724,0.9566982408660352,739,6,assessable,True,False,att_type1
b1_ets+pooled,2021,6,0.9602977667493796,0.7369727047146402,806,6,assessable,True,False,adm_via_ae
b1_ets+pooled,2021,6,0.9848754448398577,0.9030249110320284,1124,6,assessable,True,False,att_all
b1_ets+pooled,2021,6,0.9850948509485095,0.9471544715447154,738,6,assessable,True,False,att_type1
b1_ets+pooled,2022,1,0.912883435582822,0.5251533742331288,1630,12,assessable,True,True,adm_via_ae
b1_ets+pooled,2022,1,0.9379401408450704,0.565580985915493,2272,12,assessable,True,False,att_all
b1_ets+pooled,2022,1,0.9410169491525424,0.5477966101694915,1475,12,assessable,True,False,att_type1
b1_ets+pooled,2022,2,0.9312039312039312,0.5583538083538083,1628,12,assessable,True,False,adm_via_ae
b1_ets+pooled,2022,2,0.9390459363957597,0.5247349823321554,2264,12,assessable,True,False,att_all
b1_ets+pooled,2022,2,0.9240162822252375,0.4837177747625509,1474,12,assessable,True,True,att_type1
b1_ets+pooled,2022,3,0.9427692307692308,0.5612307692307692,1625,12,assessable,True,False,adm_via_ae
b1_ets+pooled,2022,3,0.9312943262411347,0.462322695035461,2256,12,assessable,True,False,att_all
b1_ets+pooled,2022,3,0.9280380176510523,0.43245078071961984,1473,12,assessable,True,True,att_type1
b1_ets+pooled,2022,4,0.9574861367837338,0.5779420825631546,1623,12,assessable,True,False,adm_via_ae
b1_ets+pooled,2022,4,0.9421965317919075,0.5535793686082704,2249,12,assessable,True,False,att_all
b1_ets+pooled,2022,4,0.9422554347826086,0.5740489130434783,1472,12,assessable,True,False,att_type1
b1_ets+pooled,2022,5,0.9475632325724861,0.6113510178901912,1621,12,assessable,True,False,adm_via_ae
b1_ets+pooled,2022,5,0.9536335265269728,0.6277307177886758,2243,12,assessable,True,False,att_all
b1_ets+pooled,2022,5,0.9517335146159075,0.6417403127124405,1471,12,assessable,True,False,att_type1
b1_ets+pooled,2022,6,0.948733786287832,0.6306361951822113,1619,12,assessable,True,False,adm_via_ae
b1_ets+pooled,2022,6,0.9633765073693613,0.6815542652970076,2239,12,assessable,True,False,att_all
b1_ets+pooled,2022,6,0.9639455782312926,0.7204081632653061,1470,12,assessable,True,False,att_type1
b1_ets+pooled,2023,1,0.9135200974421437,0.5347137637028014,1642,12,assessable,True,True,adm_via_ae
b1_ets+pooled,2023,1,0.9348878134623845,0.5939287285525737,2273,12,assessable,True,False,att_all
b1_ets+pooled,2023,1,0.9142857142857143,0.5884353741496599,1470,12,assessable,True,True,att_type1
b1_ets+pooled,2023,2,0.9234863606121091,0.5096473719228211,1503,11,assessable,True,True,adm_via_ae
b1_ets+pooled,2023,2,0.9586538461538462,0.6254807692307692,2080,11,assessable,True,False,att_all
b1_ets+pooled,2023,2,0.9405646359583952,0.6649331352154532,1346,11,assessable,True,False,att_type1
b1_ets+pooled,2023,3,0.9347507331378299,0.5058651026392962,1364,10,assessable,True,False,adm_via_ae
b1_ets+pooled,2023,3,0.9660837307896132,0.6327503974562798,1887,10,assessable,True,False,att_all
b1_ets+pooled,2023,3,0.955810147299509,0.648936170212766,1222,10,assessable,True,False,att_type1
b1_ets+pooled,2023,4,0.9387755102040817,0.5110204081632653,1225,9,assessable,True,False,adm_via_ae
b1_ets+pooled,2023,4,0.9581120943952802,0.6106194690265486,1695,9,assessable,True,False,att_all
b1_ets+pooled,2023,4,0.9408014571948998,0.5728597449908925,1098,9,assessable,True,False,att_type1
b1_ets+pooled,2023,5,0.906163753449862,0.5078196872125115,1087,8,assessable,True,True,adm_via_ae
b1_ets+pooled,2023,5,0.9508305647840531,0.6172757475083056,1505,8,assessable,True,False,att_all
b1_ets+pooled,2023,5,0.9138461538461539,0.5835897435897436,975,8,assessable,True,True,att_type1
b1_ets+pooled,2023,6,0.9030558482613277,0.4910432033719705,949,7,assessable,True,True,adm_via_ae
b1_ets+pooled,2023,6,0.9376425855513308,0.6395437262357414,1315,7,assessable,True,False,att_all
b1_ets+pooled,2023,6,0.9025821596244131,0.5938967136150235,852,7,assessable,True,True,att_type1
b1_ets+series,2018,1,0.9131759329779132,0.5780654988575781,1313,9,assessable,True,True,adm_via_ae
b1_ets+series,2018,1,0.9289678135405105,0.6087680355160933,1802,9,assessable,True,True,att_all
b1_ets+series,2018,1,0.9559434746467166,0.6325852036575229,1203,9,assessable,True,False,att_type1
b1_ets+series,2018,2,0.8923664122137405,0.5473282442748092,1310,9,assessable,True,True,adm_via_ae
b1_ets+series,2018,2,0.9326655537006121,0.5982192543127435,1797,9,assessable,True,False,att_all
b1_ets+series,2018,2,0.9325,0.6141666666666666,1200,9,assessable,True,False,att_type1
