model,oyear,horizon,cov90,cov50,n,origins,region,assessed,in_band,target
m1_lightgbm_v3,2019,3,0.8520777735417461,0.4361418223408311,2623,12,assessable,True,False,att_all
m1_lightgbm_v3,2019,3,0.7372307692307692,0.2966153846153846,1625,12,assessable,True,False,att_type1
m1_lightgbm_v3,2019,4,0.7376543209876543,0.30246913580246915,1620,11,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2019,4,0.8317287568020092,0.42904981163666805,2389,11,assessable,True,False,att_all
m1_lightgbm_v3,2019,4,0.7284366576819407,0.30929919137466305,1484,11,assessable,True,False,att_type1
m1_lightgbm_v3,2019,5,0.7134104833219878,0.27229407760381213,1469,10,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2019,5,0.809082483781279,0.38693234476367006,2158,10,assessable,True,False,att_all
m1_lightgbm_v3,2019,5,0.7080237741456167,0.2800891530460624,1346,10,assessable,True,False,att_type1
m1_lightgbm_v3,2019,6,0.6953892668178382,0.26077097505668934,1323,9,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2019,6,0.7884416924664602,0.3637770897832817,1938,9,assessable,True,False,att_all
m1_lightgbm_v3,2019,6,0.6817807089859852,0.24567188788128608,1213,9,assessable,True,False,att_type1
m1_lightgbm_v3,2020,1,0.7744107744107744,0.3434343434343434,297,2,assessable,False,False,adm_via_ae
m1_lightgbm_v3,2020,1,0.8784403669724771,0.3738532110091743,436,2,assessable,False,True,att_all
m1_lightgbm_v3,2020,1,0.7252747252747253,0.3076923076923077,273,2,assessable,False,False,att_type1
m1_lightgbm_v3,2020,2,0.7162162162162162,0.3310810810810811,148,1,assessable,False,False,adm_via_ae
m1_lightgbm_v3,2020,2,0.8935185185185185,0.41203703703703703,216,1,assessable,False,True,att_all
m1_lightgbm_v3,2020,2,0.75,0.4264705882352941,136,1,assessable,False,False,att_type1
m1_lightgbm_v3,2021,1,0.89568345323741,0.49640287769784175,834,6,assessable,True,True,adm_via_ae
m1_lightgbm_v3,2021,1,0.8096425602660017,0.5652535328345802,1203,6,assessable,True,False,att_all
m1_lightgbm_v3,2021,1,0.9470899470899471,0.5529100529100529,756,6,assessable,True,False,att_type1
m1_lightgbm_v3,2021,2,0.8858173076923077,0.4206730769230769,832,6,assessable,True,True,adm_via_ae
m1_lightgbm_v3,2021,2,0.8248540450375312,0.5462885738115096,1199,6,assessable,True,False,att_all
m1_lightgbm_v3,2021,2,0.8554376657824934,0.25862068965517243,754,6,assessable,True,False,att_type1
m1_lightgbm_v3,2021,3,0.8772563176895307,0.36462093862815886,831,6,assessable,True,True,adm_via_ae
m1_lightgbm_v3,2021,3,0.8553511705685619,0.44732441471571904,1196,6,assessable,True,False,att_all
m1_lightgbm_v3,2021,3,0.8207171314741036,0.16334661354581673,753,6,assessable,True,False,att_type1
m1_lightgbm_v3,2021,4,0.8120481927710843,0.3313253012048193,830,6,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2021,4,0.8578595317725752,0.4105351170568562,1196,6,assessable,True,False,att_all
m1_lightgbm_v3,2021,4,0.8085106382978723,0.14627659574468085,752,6,assessable,True,False,att_type1
m1_lightgbm_v3,2021,5,0.8636911942098915,0.3474065138721351,829,6,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2021,5,0.856663872590109,0.3327745180217938,1193,6,assessable,True,False,att_all
m1_lightgbm_v3,2021,5,0.7922769640479361,0.10386151797603196,751,6,assessable,True,False,att_type1
m1_lightgbm_v3,2021,6,0.8333333333333334,0.30193236714975846,828,6,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2021,6,0.8611111111111112,0.2845117845117845,1188,6,assessable,True,False,att_all
m1_lightgbm_v3,2021,6,0.8786666666666667,0.11466666666666667,750,6,assessable,True,True,att_type1
m1_lightgbm_v3,2022,1,0.8312312312312312,0.2984984984984985,1665,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2022,1,0.8757975329646959,0.4704381114419396,2351,12,assessable,True,True,att_all
m1_lightgbm_v3,2022,1,0.8178191489361702,0.2546542553191489,1504,12,assessable,True,False,att_type1
m1_lightgbm_v3,2022,2,0.8171978352375225,0.2826217678893566,1663,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2022,2,0.8813993174061433,0.5132252559726962,2344,12,assessable,True,True,att_all
m1_lightgbm_v3,2022,2,0.7884231536926147,0.17897538256819695,1503,12,assessable,True,False,att_type1
m1_lightgbm_v3,2022,3,0.8163756773028297,0.26128838049367853,1661,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2022,3,0.8630723149336756,0.46084724005134786,2337,12,assessable,True,False,att_all
m1_lightgbm_v3,2022,3,0.7776298268974701,0.19374167776298268,1502,12,assessable,True,False,att_type1
m1_lightgbm_v3,2022,4,0.7974683544303798,0.25316455696202533,1659,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2022,4,0.8600858369098713,0.503862660944206,2330,12,assessable,True,False,att_all
m1_lightgbm_v3,2022,4,0.8301132578281146,0.14457028647568287,1501,12,assessable,True,False,att_type1
m1_lightgbm_v3,2022,5,0.7901085645355851,0.24969843184559712,1658,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2022,5,0.8618760757314974,0.4926850258175559,2324,12,assessable,True,False,att_all
m1_lightgbm_v3,2022,5,0.824,0.17,1500,12,assessable,True,False,att_type1
m1_lightgbm_v3,2022,6,0.75980687990344,0.23355461677730838,1657,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2022,6,0.8370689655172414,0.4668103448275862,2320,12,assessable,True,False,att_all
m1_lightgbm_v3,2022,6,0.8198799199466311,0.2201467645096731,1499,12,assessable,True,False,att_type1
m1_lightgbm_v3,2023,1,0.8084084084084084,0.3195195195195195,1665,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2023,1,0.905862216516902,0.4985023534445871,2337,12,assessable,True,True,att_all
m1_lightgbm_v3,2023,1,0.8404539385847797,0.29906542056074764,1498,12,assessable,True,False,att_type1
m1_lightgbm_v3,2023,2,0.7752293577981652,0.290956749672346,1526,11,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2023,2,0.9196261682242991,0.5481308411214953,2140,11,assessable,True,True,att_all
m1_lightgbm_v3,2023,2,0.839155749636099,0.3165938864628821,1374,11,assessable,True,False,att_type1
m1_lightgbm_v3,2023,3,0.7564841498559077,0.2780979827089337,1388,10,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2023,3,0.9104477611940298,0.5419454451878538,1943,10,assessable,True,True,att_all
m1_lightgbm_v3,2023,3,0.8328,0.292,1250,10,assessable,True,False,att_type1
m1_lightgbm_v3,2023,4,0.74,0.2496,1250,9,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2023,4,0.8888888888888888,0.497709049255441,1746,9,assessable,True,True,att_all
m1_lightgbm_v3,2023,4,0.8161634103019538,0.2344582593250444,1126,9,assessable,True,False,att_type1
m1_lightgbm_v3,2023,5,0.688230008984726,0.24618149146451032,1113,8,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2023,5,0.877498388136686,0.4835589941972921,1551,8,assessable,True,True,att_all
m1_lightgbm_v3,2023,5,0.8005982053838484,0.24925224327018944,1003,8,assessable,True,False,att_type1
m1_lightgbm_v3,2023,6,0.6639344262295082,0.24487704918032788,976,7,assessable,True,False,adm_via_ae
m1_lightgbm_v3,2023,6,0.8731563421828908,0.4778761061946903,1356,7,assessable,True,True,att_all
m1_lightgbm_v3,2023,6,0.7659090909090909,0.2681818181818182,880,7,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2018,1,0.7406896551724138,0.38551724137931037,1450,9,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2018,1,0.7302823758519961,0.3339824732229795,2054,9,assessable,True,False,att_all
m1_lightgbm_v3_raw,2018,1,0.7406296851574213,0.37631184407796103,1334,9,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2018,2,0.673356401384083,0.314878892733564,1445,9,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2018,2,0.6603128054740958,0.25562072336265884,2046,9,assessable,True,False,att_all
m1_lightgbm_v3_raw,2018,2,0.6433408577878104,0.3077501881113619,1329,9,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2018,3,0.6784722222222223,0.31805555555555554,1440,9,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2018,3,0.6983267716535433,0.2770669291338583,2032,9,assessable,True,False,att_all
m1_lightgbm_v3_raw,2018,3,0.7114803625377644,0.3157099697885196,1324,9,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2018,4,0.6026536312849162,0.2995810055865922,1432,9,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2018,4,0.5985148514851485,0.23316831683168318,2020,9,assessable,True,False,att_all
m1_lightgbm_v3_raw,2018,4,0.5820668693009119,0.26367781155015196,1316,9,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2018,5,0.6192145862552595,0.29102384291725103,1426,9,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2018,5,0.651394422310757,0.23954183266932272,2008,9,assessable,True,False,att_all
m1_lightgbm_v3_raw,2018,5,0.601067887109077,0.2723112128146453,1311,9,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2018,6,0.5698245614035088,0.2828070175438597,1425,9,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2018,6,0.5895895895895896,0.2047047047047047,1998,9,assessable,True,False,att_all
m1_lightgbm_v3_raw,2018,6,0.5526717557251909,0.23129770992366414,1310,9,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2019,1,0.7268156424581006,0.3424581005586592,1790,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2019,1,0.7199849454271735,0.32216785848701546,2657,12,assessable,True,False,att_all
m1_lightgbm_v3_raw,2019,1,0.6883037354562156,0.3165952235150031,1633,12,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2019,2,0.6977005047672462,0.31688166012338753,1783,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2019,2,0.6876183263915183,0.29117758424839074,2641,12,assessable,True,False,att_all
m1_lightgbm_v3_raw,2019,2,0.6992019643953346,0.2750153468385513,1629,12,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2019,3,0.6773648648648649,0.32376126126126126,1776,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2019,3,0.6420129622569577,0.2722073961113229,2623,12,assessable,True,False,att_all
m1_lightgbm_v3_raw,2019,3,0.6430769230769231,0.2516923076923077,1625,12,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2019,4,0.645679012345679,0.29012345679012347,1620,11,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2019,4,0.6228547509418166,0.26287149434910007,2389,11,assessable,True,False,att_all
m1_lightgbm_v3_raw,2019,4,0.6401617250673854,0.24393530997304583,1484,11,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2019,5,0.5881552076242341,0.2627637848876787,1469,10,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2019,5,0.6088971269694161,0.2469879518072289,2158,10,assessable,True,False,att_all
m1_lightgbm_v3_raw,2019,5,0.62555720653789,0.23551263001485884,1346,10,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2019,6,0.5744520030234316,0.25018896447467875,1323,9,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2019,6,0.5830753353973168,0.24406604747162022,1938,9,assessable,True,False,att_all
m1_lightgbm_v3_raw,2019,6,0.5902720527617478,0.23248145094806266,1213,9,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2020,1,0.7070707070707071,0.3468013468013468,297,2,assessable,False,False,adm_via_ae
m1_lightgbm_v3_raw,2020,1,0.6605504587155964,0.22706422018348624,436,2,assessable,False,False,att_all
m1_lightgbm_v3_raw,2020,1,0.5531135531135531,0.20512820512820512,273,2,assessable,False,False,att_type1
m1_lightgbm_v3_raw,2020,2,0.7027027027027027,0.33783783783783783,148,1,assessable,False,False,adm_via_ae
m1_lightgbm_v3_raw,2020,2,0.5416666666666666,0.19444444444444445,216,1,assessable,False,False,att_all
m1_lightgbm_v3_raw,2020,2,0.3161764705882353,0.13970588235294118,136,1,assessable,False,False,att_type1
m1_lightgbm_v3_raw,2021,1,0.7697841726618705,0.33573141486810554,834,6,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2021,1,0.5594347464671654,0.23773898586866168,1203,6,assessable,True,False,att_all
m1_lightgbm_v3_raw,2021,1,0.5502645502645502,0.21164021164021163,756,6,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2021,2,0.6875,0.2704326923076923,832,6,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2021,2,0.4645537948290242,0.195162635529608,1199,6,assessable,True,False,att_all
m1_lightgbm_v3_raw,2021,2,0.5782493368700266,0.21618037135278514,754,6,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2021,3,0.6594464500601684,0.27075812274368233,831,6,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2021,3,0.4974916387959866,0.23494983277591974,1196,6,assessable,True,False,att_all
m1_lightgbm_v3_raw,2021,3,0.6427622841965471,0.2788844621513944,753,6,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2021,4,0.6144578313253012,0.18795180722891566,830,6,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2021,4,0.5167224080267558,0.1939799331103679,1196,6,assessable,True,False,att_all
m1_lightgbm_v3_raw,2021,4,0.5545212765957447,0.17154255319148937,752,6,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2021,5,0.6248492159227985,0.17249698431845598,829,6,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2021,5,0.5196982397317687,0.1777032690695725,1193,6,assessable,True,False,att_all
m1_lightgbm_v3_raw,2021,5,0.6138482023968043,0.20239680426098536,751,6,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2021,6,0.5821256038647343,0.17995169082125603,828,6,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2021,6,0.569023569023569,0.16835016835016836,1188,6,assessable,True,False,att_all
m1_lightgbm_v3_raw,2021,6,0.6373333333333333,0.30266666666666664,750,6,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2022,1,0.7303303303303303,0.3057057057057057,1665,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2022,1,0.6716290940025521,0.2794555508294343,2351,12,assessable,True,False,att_all
m1_lightgbm_v3_raw,2022,1,0.6356382978723404,0.26396276595744683,1504,12,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2022,2,0.7029464822609741,0.3217077570655442,1663,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2022,2,0.5844709897610921,0.24744027303754265,2344,12,assessable,True,False,att_all
m1_lightgbm_v3_raw,2022,2,0.5562208915502329,0.2155688622754491,1503,12,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2022,3,0.6947621914509332,0.27393136664659845,1661,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2022,3,0.5314505776636713,0.18870346598202825,2337,12,assessable,True,False,att_all
m1_lightgbm_v3_raw,2022,3,0.5652463382157124,0.18641810918774968,1502,12,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2022,4,0.6654611211573237,0.244122965641953,1659,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2022,4,0.5570815450643777,0.19313304721030042,2330,12,assessable,True,False,att_all
m1_lightgbm_v3_raw,2022,4,0.6155896069287142,0.19986675549633579,1501,12,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2022,5,0.6737032569360676,0.24909529553679133,1658,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2022,5,0.5116179001721171,0.18029259896729777,2324,12,assessable,True,False,att_all
m1_lightgbm_v3_raw,2022,5,0.6113333333333333,0.19133333333333333,1500,12,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2022,6,0.6095353047676524,0.24743512371756185,1657,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2022,6,0.5357758620689655,0.18189655172413793,2320,12,assessable,True,False,att_all
m1_lightgbm_v3_raw,2022,6,0.6184122748498999,0.20813875917278185,1499,12,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2023,1,0.775975975975976,0.36456456456456454,1665,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2023,1,0.7479674796747967,0.3645699614890886,2337,12,assessable,True,False,att_all
m1_lightgbm_v3_raw,2023,1,0.7249666221628839,0.2750333778371162,1498,12,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2023,2,0.7378768020969856,0.37876802096985585,1526,11,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2023,2,0.752803738317757,0.33598130841121493,2140,11,assessable,True,False,att_all
m1_lightgbm_v3_raw,2023,2,0.7248908296943232,0.29912663755458513,1374,11,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2023,3,0.7146974063400576,0.3523054755043228,1388,10,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2023,3,0.7534740092640247,0.3674729799279465,1943,10,assessable,True,False,att_all
m1_lightgbm_v3_raw,2023,3,0.7656,0.3312,1250,10,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2023,4,0.6856,0.296,1250,9,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2023,4,0.7119129438717068,0.2983963344788087,1746,9,assessable,True,False,att_all
m1_lightgbm_v3_raw,2023,4,0.7015985790408525,0.23001776198934282,1126,9,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2023,5,0.6370170709793351,0.27313566936208444,1113,8,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2023,5,0.7027724049000644,0.26499032882011603,1551,8,assessable,True,False,att_all
m1_lightgbm_v3_raw,2023,5,0.7068793619142573,0.2522432701894317,1003,8,assessable,True,False,att_type1
m1_lightgbm_v3_raw,2023,6,0.6188524590163934,0.26434426229508196,976,7,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw,2023,6,0.6777286135693216,0.26548672566371684,1356,7,assessable,True,False,att_all
m1_lightgbm_v3_raw,2023,6,0.6647727272727273,0.26704545454545453,880,7,assessable,True,False,att_type1
m1_lightgbm_v3_raw+dtaci,2018,1,0.8986206896551724,0.4627586206896552,1450,9,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2018,1,0.9152872444011685,0.5447906523855891,2054,9,assessable,True,True,att_all
m1_lightgbm_v3_raw+dtaci,2018,1,0.9062968515742129,0.4527736131934033,1334,9,assessable,True,True,att_type1
m1_lightgbm_v3_raw+dtaci,2018,2,0.8830449826989619,0.3875432525951557,1445,9,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2018,2,0.8988269794721407,0.5136852394916911,2046,9,assessable,True,True,att_all
m1_lightgbm_v3_raw+dtaci,2018,2,0.8660647103085026,0.4018058690744921,1329,9,assessable,True,False,att_type1
m1_lightgbm_v3_raw+dtaci,2018,3,0.9020833333333333,0.43125,1440,9,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2018,3,0.9207677165354331,0.5393700787401575,2032,9,assessable,True,True,att_all
m1_lightgbm_v3_raw+dtaci,2018,3,0.9086102719033232,0.43051359516616317,1324,9,assessable,True,True,att_type1
m1_lightgbm_v3_raw+dtaci,2018,4,0.8729050279329609,0.35544692737430167,1432,9,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2018,4,0.9123762376237624,0.47326732673267324,2020,9,assessable,True,True,att_all
m1_lightgbm_v3_raw+dtaci,2018,4,0.8381458966565349,0.35790273556231,1316,9,assessable,True,False,att_type1
m1_lightgbm_v3_raw+dtaci,2018,5,0.8913043478260869,0.3814866760168303,1426,9,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2018,5,0.9322709163346613,0.5079681274900398,2008,9,assessable,True,False,att_all
m1_lightgbm_v3_raw+dtaci,2018,5,0.8810068649885584,0.3150266971777269,1311,9,assessable,True,True,att_type1
m1_lightgbm_v3_raw+dtaci,2018,6,0.9094736842105263,0.34385964912280703,1425,9,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2018,6,0.9319319319319319,0.471971971971972,1998,9,assessable,True,False,att_all
m1_lightgbm_v3_raw+dtaci,2018,6,0.8801526717557252,0.2717557251908397,1310,9,assessable,True,True,att_type1
m1_lightgbm_v3_raw+dtaci,2019,1,0.864804469273743,0.4173184357541899,1790,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2019,1,0.8821979676326684,0.4941663530297328,2657,12,assessable,True,True,att_all
m1_lightgbm_v3_raw+dtaci,2019,1,0.8505817513778322,0.3992651561543172,1633,12,assessable,True,False,att_type1
m1_lightgbm_v3_raw+dtaci,2019,2,0.8693213684800898,0.41839596186203026,1783,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2019,2,0.8792124195380537,0.48845134418780767,2641,12,assessable,True,True,att_all
m1_lightgbm_v3_raw+dtaci,2019,2,0.8747697974217311,0.40699815837937386,1629,12,assessable,True,True,att_type1
m1_lightgbm_v3_raw+dtaci,2019,3,0.8502252252252253,0.4206081081081081,1776,12,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2019,3,0.8802897445672894,0.4902783072817385,2623,12,assessable,True,True,att_all
m1_lightgbm_v3_raw+dtaci,2019,3,0.8467692307692307,0.3944615384615385,1625,12,assessable,True,False,att_type1
m1_lightgbm_v3_raw+dtaci,2019,4,0.8555555555555555,0.4364197530864197,1620,11,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2019,4,0.895772289660946,0.5190456257848473,2389,11,assessable,True,True,att_all
m1_lightgbm_v3_raw+dtaci,2019,4,0.8820754716981132,0.46226415094339623,1484,11,assessable,True,True,att_type1
m1_lightgbm_v3_raw+dtaci,2019,5,0.8413886997957795,0.4247787610619469,1469,10,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2019,5,0.8776645041705282,0.5278035217794254,2158,10,assessable,True,True,att_all
m1_lightgbm_v3_raw+dtaci,2019,5,0.8781575037147102,0.45839524517087665,1346,10,assessable,True,True,att_type1
m1_lightgbm_v3_raw+dtaci,2019,6,0.8556311413454271,0.4376417233560091,1323,9,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2019,6,0.8849329205366357,0.5608875128998968,1938,9,assessable,True,True,att_all
m1_lightgbm_v3_raw+dtaci,2019,6,0.8821104699093157,0.5020610057708161,1213,9,assessable,True,True,att_type1
m1_lightgbm_v3_raw+dtaci,2020,1,0.8619528619528619,0.43097643097643096,297,2,assessable,False,False,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2020,1,0.8876146788990825,0.36926605504587157,436,2,assessable,False,True,att_all
m1_lightgbm_v3_raw+dtaci,2020,1,0.7875457875457875,0.30036630036630035,273,2,assessable,False,False,att_type1
m1_lightgbm_v3_raw+dtaci,2020,2,0.831081081081081,0.4189189189189189,148,1,assessable,False,False,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2020,2,0.7916666666666666,0.3055555555555556,216,1,assessable,False,False,att_all
m1_lightgbm_v3_raw+dtaci,2020,2,0.5367647058823529,0.21323529411764705,136,1,assessable,False,False,att_type1
m1_lightgbm_v3_raw+dtaci,2021,1,0.9412470023980816,0.4724220623501199,834,6,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2021,1,0.9492934330839568,0.5361596009975063,1203,6,assessable,True,False,att_all
m1_lightgbm_v3_raw+dtaci,2021,1,0.9021164021164021,0.421957671957672,756,6,assessable,True,True,att_type1
m1_lightgbm_v3_raw+dtaci,2021,2,0.9314903846153846,0.5384615384615384,832,6,assessable,True,False,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2021,2,0.9649708090075062,0.6071726438698916,1199,6,assessable,True,False,att_all
m1_lightgbm_v3_raw+dtaci,2021,2,0.9734748010610079,0.5610079575596817,754,6,assessable,True,False,att_type1
m1_lightgbm_v3_raw+dtaci,2021,3,0.9229843561973526,0.6040914560770156,831,6,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2021,3,0.967391304347826,0.7968227424749164,1196,6,assessable,True,False,att_all
m1_lightgbm_v3_raw+dtaci,2021,3,0.9867197875166003,0.8711819389110226,753,6,assessable,True,False,att_type1
m1_lightgbm_v3_raw+dtaci,2021,4,0.9132530120481928,0.6240963855421687,830,6,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2021,4,0.9632107023411371,0.8486622073578596,1196,6,assessable,True,False,att_all
m1_lightgbm_v3_raw+dtaci,2021,4,0.9867021276595744,0.9055851063829787,752,6,assessable,True,False,att_type1
m1_lightgbm_v3_raw+dtaci,2021,5,0.9276236429433052,0.6284680337756333,829,6,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2021,5,0.9606035205364627,0.8306789606035205,1193,6,assessable,True,False,att_all
m1_lightgbm_v3_raw+dtaci,2021,5,0.9840213049267643,0.9374167776298269,751,6,assessable,True,False,att_type1
m1_lightgbm_v3_raw+dtaci,2021,6,0.9033816425120773,0.5990338164251208,828,6,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2021,6,0.9570707070707071,0.8131313131313131,1188,6,assessable,True,False,att_all
m1_lightgbm_v3_raw+dtaci,2021,6,0.9813333333333333,0.952,750,6,assessable,True,False,att_type1
m1_lightgbm_v3_raw+dtaci,2022,1,0.8750750750750751,0.4498498498498498,1665,12,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2022,1,0.9217354317311782,0.5457252233092301,2351,12,assessable,True,True,att_all
m1_lightgbm_v3_raw+dtaci,2022,1,0.9069148936170213,0.4800531914893617,1504,12,assessable,True,True,att_type1
m1_lightgbm_v3_raw+dtaci,2022,2,0.8827420324714371,0.4726398075766687,1663,12,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2022,2,0.9343003412969283,0.5840443686006825,2344,12,assessable,True,False,att_all
m1_lightgbm_v3_raw+dtaci,2022,2,0.8995342648037259,0.469061876247505,1503,12,assessable,True,True,att_type1
m1_lightgbm_v3_raw+dtaci,2022,3,0.9006622516556292,0.47140276941601444,1661,12,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2022,3,0.9495079161317929,0.5857937526743688,2337,12,assessable,True,False,att_all
m1_lightgbm_v3_raw+dtaci,2022,3,0.9107856191744341,0.37616511318242346,1502,12,assessable,True,True,att_type1
m1_lightgbm_v3_raw+dtaci,2022,4,0.9095840867992767,0.48342374924653403,1659,12,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2022,4,0.9605150214592275,0.6128755364806867,2330,12,assessable,True,False,att_all
m1_lightgbm_v3_raw+dtaci,2022,4,0.9353764157228515,0.4603597601598934,1501,12,assessable,True,False,att_type1
m1_lightgbm_v3_raw+dtaci,2022,5,0.8962605548854041,0.49819059107358266,1658,12,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2022,5,0.9750430292598967,0.6712564543889845,2324,12,assessable,True,False,att_all
m1_lightgbm_v3_raw+dtaci,2022,5,0.9433333333333334,0.47,1500,12,assessable,True,False,att_type1
m1_lightgbm_v3_raw+dtaci,2022,6,0.9088714544357273,0.5057332528666264,1657,12,assessable,True,True,adm_via_ae
m1_lightgbm_v3_raw+dtaci,2022,6,0.9655172413793104,0.6715517241379311,2320,12,assessable,True,False,att_all
m1_lightgbm_v3_raw+dtaci,2022,6,0.9466310873915944,0.45163442294863243,1499,12,assessable,True,False,att_type1
