run,slice,target,seeds,wis_mean,wis_sd,wis_min,wis_max,cov90_mean,cov90_sd,cov90_min,cov90_max,cov50_mean,cov50_sd,cov50_min,cov50_max,mase_mean,mase_sd,mase_min,mase_max,wis_sd_pct,mmd_wis_pct,mmd_cov90_pp
comparison,all,adm_via_ae,20,129.30791512262948,1.880093031590869,124.76090717048682,131.59105847477747,0.7457160071029934,0.0031203381706739453,0.7404236428209031,0.7519025875190258,0.25899923896499233,0.004156913183945473,0.2528538812785388,0.2680111618467783,1.0459733926343442,0.005900539537112889,1.0339292639263222,1.0556765620573,1.453965930707241,4.1124366768692004,0.8825649120315094
comparison,all,att_all,20,393.6492932610866,3.1455395460430955,388.34864887515977,398.6596605380128,0.837472440250463,0.0018176352515172072,0.8329658700061734,0.8402416438839404,0.38886365640709053,0.002216781913389432,0.3838962871505423,0.3932445541934914,1.1476321264148788,0.004977449920153303,1.1385923008185472,1.1581368995025452,0.7990715593529153,2.260115673087021,0.5141048848286133
comparison,all,att_type1,20,382.63250953243136,3.0535483858163746,376.3160717054971,386.846854465265,0.718454356846473,0.0034192561510389494,0.712448132780083,0.7255186721991701,0.23952627939142462,0.0040383632156559095,0.2316735822959889,0.2446749654218533,1.283875697842334,0.008213191599394968,1.2674476018753538,1.3004513911392528,0.7980368394592882,2.2571890432733714,0.9671116844053821
floor,all,adm_via_ae,20,169.49873604889612,0.9328343163357357,167.83546374356644,171.28125693180306,0.7603983169705468,0.002540334303983072,0.7557924263674615,0.7660589060308556,0.29046002805049087,0.005335246212394609,0.2814586255259467,0.3015427769985975,1.8306989895699595,0.005649970283463226,1.8177031718061951,1.8413797453570135,0.5503488333191089,1.5566215682321876,0.7185150451308955
floor,all,att_all,20,765.2123016773885,5.649250905998767,755.8354081730541,774.0650412282583,0.8173510167300082,0.002779316642234605,0.8118167926967833,0.8220428632997688,0.35531481408925275,0.004389507764446455,0.3468244328644752,0.36194804685969517,1.4321085438413614,0.011884147428687103,1.4173601507177014,1.4534103011521065,0.7382592900839794,2.0881126011693936,0.7861094579154859
floor,all,att_type1,20,714.975496679256,6.648795579992646,706.8284960623826,728.1701583568679,0.7412265600983707,0.004551110042929076,0.7339686443283123,0.7501998155548725,0.21403012603750385,0.003496335605980566,0.20688595142944974,0.22010451890562557,1.5922072798324662,0.01998596260581297,1.5604159270897928,1.623584234625297,0.9299333488872488,2.630248708198757,1.2872483093125395
floor,winter_h3,adm_via_ae,20,144.64747342590428,1.3386088172676933,141.94801240130357,146.8766019522226,0.7773429454170958,0.0050861878645290836,0.7696532784071404,0.7875042911088225,0.28561620322691383,0.010411866294128748,0.266735324407827,0.3027806385169928,0.9963629565230544,0.013349316220296096,0.969949585963881,1.0180447736959548,0.9254284126527769,2.6175068243579247,1.4385911717588962
floor,winter_h3,att_all,20,604.9943770807553,6.228985278215037,591.7109726143199,615.363014132384,0.853531242518554,0.003643713959056127,0.8451041417285133,0.8601867368925066,0.3973425903758679,0.015052083503285811,0.37706487909983244,0.4199186018673689,1.1244058249115432,0.014613368555220583,1.0896579827769524,1.1473663593415253,1.0295939126362468,2.9121313499739196,1.0305979396610678
floor,winter_h3,att_type1,20,579.0174086167016,6.965622804783718,567.5326705516646,592.0110462881739,0.7642964635063959,0.009482871113389748,0.7520692249811889,0.7855530474040632,0.22831075996990213,0.012517401653536597,0.19977426636568849,0.2505643340857788,1.3093802157454868,0.023718244986886145,1.2677877153348183,1.351916609130026,1.2030074918515665,3.4026190212258522,2.6821609877583668
