split,origin_set,n_origins,level,mode,months,model,oyear,horizon,region,stat,value,n,origins,assessed,met,g1
conf,CONF21,21,provider,asof,all,m1_lightgbm,2024,1,assessable,cov90,0.8302872062663186,5362,12,True,False,as_issued
conf,CONF21,21,provider,asof,all,m1_lightgbm,2024,2,assessable,cov90,0.8350765782592454,5354,12,True,False,as_issued
conf,CONF21,21,provider,asof,all,m1_lightgbm,2024,3,assessable,cov90,0.8285340314136126,5348,12,True,False,as_issued
conf,CONF21,21,provider,asof,all,m1_lightgbm,2024,4,assessable,cov90,0.8239146706586826,5344,12,True,False,as_issued
conf,CONF21,21,provider,asof,all,m1_lightgbm,2024,5,assessable,cov90,0.8131436060662798,5341,12,True,False,as_issued
conf,CONF21,21,provider,asof,all,m1_lightgbm,2024,6,assessable,cov90,0.8077571669477235,5337,12,True,False,as_issued
conf,CONF21,21,provider,asof,all,m1_lightgbm,2025,1,assessable,cov90,0.8765830643158679,4027,9,True,True,as_issued
conf,CONF21,21,provider,asof,all,m1_lightgbm,2025,2,assessable,cov90,0.8680745341614907,4025,9,True,False,as_issued
conf,CONF21,21,provider,asof,all,m1_lightgbm,2025,3,assessable,cov90,0.8704946557295551,4023,9,True,True,as_issued
conf,CONF21,21,provider,asof,all,m1_lightgbm,2025,4,assessable,cov90,0.8398203592814372,4008,9,True,False,as_issued
conf,CONF21,21,provider,asof,all,m1_lightgbm,2025,5,assessable,cov90,0.8267933016745813,4001,9,True,False,as_issued
conf,CONF21,21,provider,asof,all,m1_lightgbm,2025,6,assessable,cov90,0.8252816020025031,3995,9,True,False,as_issued
