split,origin_set,n_origins,mode,months,g1,model,level,gap_label,coh_gap_mean,coh_gap_max,coh_gap_n,coh_gap_excluded_failed,coh_gap_excluded_nonpositive,wis_rel_m1,wis_att_all,wis_att_type1,wis_adm_via_ae,cov90,cov50,cov90_h1,cov90_h2,cov90_h3,cov90_h4,cov90_h5,cov90_h6,cov90_out,cov50_out,cov90_in,cov50_in,n,cov50_h1,cov50_h2,cov50_h3,cov50_h4,cov50_h5,cov50_h6
conf,CONF19,19,asof,all,as_issued,ETS + pooled,region,coherence gap,0.0030950623593197593,0.04927526008466087,2394,0,0,0.11400780396507693,7711.826529601069,3707.737337699768,876.9297100530956,0.9135338345864662,0.5430242272347535,0.8671679197994987,0.8847117794486216,0.8947368421052632,0.9147869674185464,0.9548872180451128,0.9649122807017544,0.9135338345864662,0.5430242272347535,,,2394,0.43859649122807015,0.5087719298245614,0.5614035087719298,0.5939849624060151,0.5864661654135338,0.568922305764411
conf,CONF19,19,asof,all,as_issued,ETS + pooled + MinT,region,coherence gap,2.6262704666315558e-06,0.0007426142269670747,2394,0,0,0.031162229275670583,7442.90925502697,2828.3294545540016,944.657912592536,0.9770258980785297,0.6741854636591479,0.9649122807017544,0.949874686716792,0.9824561403508771,0.9799498746867168,0.9874686716791979,0.9974937343358395,0.9770258980785297,0.6741854636591479,,,2394,0.5288220551378446,0.5864661654135338,0.6741854636591479,0.7243107769423559,0.7418546365914787,0.7894736842105263
conf,CONF19,19,asof,all,as_issued,M1 + pooled,region,coherence gap,0.01238623349965376,0.06497365398323911,2394,0,0,0.0,6640.273107486712,2884.8658600908743,946.7923293814215,0.923141186299081,0.633249791144528,0.9047619047619048,0.9298245614035088,0.9147869674185464,0.9273182957393483,0.9223057644110275,0.9398496240601504,0.923141186299081,0.633249791144528,,,2394,0.531328320802005,0.5889724310776943,0.6491228070175439,0.6716791979949874,0.6867167919799498,0.6716791979949874
conf,CONF19,19,asof,all,as_issued,M1 + pooled + MinT,region,coherence gap,0.00039191627736395013,0.017001152706995402,2394,0,0,0.14397038554538555,6291.176702558298,3757.9610539881414,1148.4880581671146,0.9674185463659147,0.6215538847117794,0.949874686716792,0.949874686716792,0.9699248120300752,0.9799498746867168,0.9899749373433584,0.9649122807017544,0.9674185463659147,0.6215538847117794,,,2394,0.5112781954887218,0.5588972431077694,0.6190476190476191,0.6491228070175439,0.7343358395989975,0.656641604010025
conf,CONF19,19,asof,all,as_issued,M2 frozen (m2d_corr),region,median non-additivity,0.002046804329114782,0.008106712804699382,2394,0,0,0.4426171833237047,8586.250603174607,4544.419849206349,1395.5249047619047,0.9853801169590644,0.7138680033416875,0.924812030075188,1.0,0.9949874686716792,1.0,0.9924812030075187,1.0,0.9853801169590644,0.7138680033416875,,,2394,0.43859649122807015,0.6641604010025063,0.7142857142857143,0.7769423558897243,0.8170426065162907,0.8721804511278195
