split,origin_set,n_origins,mode,g1,months,horizons,metric,base,level,n_series,rel,rel_lo,rel_hi,rel_att_all,rel_att_type1,rel_adm_via_ae,rel_outside_covid,icb_improves,provider_within_2pct,H3,n_pairs,n_ref,n_tested,unpaired_ref,unpaired_tested,evaluable,note
conf,W5,5,asof,failed_dropped,winter,3,wis,ETS,provider,188,-0.004880958047602801,-0.032685145043857416,0.02239951510362207,0.0018463150197869371,-0.05165681899002361,-0.006991639404576366,-0.004880958047602801,True,True,holds,2199,2199,2199,0,0,True,
conf,W5,5,asof,failed_dropped,winter,3,wis,STL+ARIMA,provider,188,0.060210912466977184,0.038917694014761195,0.08289925892640963,0.02742436612000554,0.12874813060174128,0.10366201375515627,0.060210912466977184,False,False,fails,2199,2199,2199,0,0,True,
conf,W5,5,asof,failed_dropped,winter,3,wis,M1,provider,192,0.05165830770798552,0.030221552432860444,0.07519780597241849,0.030576586535977057,0.09157395518220546,0.08290690395607903,0.05165830770798552,False,False,fails,2233,2233,2233,0,0,True,
