dropped,composite,verdict
2024-01-01,-0.2588125751195993,confirmed
2024-10-01,-0.3133934774654304,confirmed
2024-11-01,-0.22911027049524973,confirmed
2024-12-01,-0.27404413570833264,confirmed
2025-01-01,-0.22751619066851092,confirmed
